id,chord_progression,release_date,genre,chord_length
617242,<intro_1> C E7 F Fsdim G C F G Gsdim Amin Gsdim C Csdim7 D7 G Cno3d Fno3d Gno3d Ano3d Bno3d Ano3d Dno3d Ebno3d Dno3d Csno3d Bbno3d Gno3d Fno3d <bridge_1> C F C F C <verse_1> F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F C F <bridge_2> C F C <verse_2> F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F C F C F <instrumental_1> C F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F C F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F <instrumental_2> C F C F C <verse_3> F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F C F <instrumental_3> C F C F C <verse_4> F C F C Amin7 G F Emin7 Eb7 Dmin7 Emin7 F G Asus2 F C F <outro_1> C E7 F Fsdim G C F G Gsdim Amin Gsdim C Csdim7 D7 G Cno3d Fno3d Gno3d Ano3d Bno3d Ano3d Dno3d Ebno3d Dno3d Csno3d Bbno3d Gno3d Fno3d,1972-07-01,jazz,187
617418,<intro_1> Bbmin7 Ab Eb Bbmin7 Ab Eb Bbmin7 Ab Eb <verse_1> Ab Eb Fmin7 Db Eb Abno3d Fmin11 Db Eb Abno3d Eb Gb13 Db Eb Fmin Eb Ab Bbmin7 Ab Eb Bbmin7 Ab Eb Gbsus2 Db Eb Db Ebno3d <chorus_1> Fmin9 Eb Dbadd9 Eb Fmin9 Eb Dbadd9 Eb Fmin9 Eb Ab Db Eb Fmin7 Eb Ab Db Eb Fmin <bridge_1> Fmin7 Db Eb Fmin7 Db Eb Bbmin7 Ab Eb Bbmin7 Ab Eb <verse_2> Ab Eb Fmin7 Db Eb Abno3d Fmin11 Db Eb Abno3d Eb Gb13 Db Eb Fmin Eb Ab Bbmin7 Ab Eb Bbmin7 Ab Eb Gbsus2 Db Eb Db Ebno3d <chorus_2> Fmin9 Eb Dbadd9 Eb Fmin9 Eb Dbadd9 Eb Fmin9 Eb Ab Db Eb Fmin7 Eb Ab Db Eb Fmin <bridge_2> Fmin7 Db Eb Fmin7 Db Eb Eb Abmaj9 <bridge_3> Db Cmin7 Gb7 Db D A Bmin11 Dsus4 <chorus_3> Fsmin9 E D E Fsmin9 E D E Fsmin9 E A D E Fsmin9 E A D E Gmin9 F Ebadd9 F Gmin9 F Bb Eb F Gmin9 F Bb Eb Fsus4 Gmin F Bbadd9 <outro_1> Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7 Eb F Gmin7,2001-08-07,rap,215
617858,<intro_1> Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 <verse_1> Bmin7 Fsmin7 E Bmin7 Fsmin7 E Bmin7 Fsmin7 E7 Bmin7 Fsmin7 E Dmaj7 Cmaj7 Bmin7 E7 Gsmin7 Cs7 Fsmin B7 E <chorus_1> Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 <verse_2> Bmin7 Fsmin7 E Bmin7 Fsmin7 E Bmin7 Fsmin7 E E7 Bmin7 Fsmin7 E Dmaj7 Bmin7 E7 Gsmaj7 Cs7 Fsmin7 B7 E <outro_1> Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmin7 E7 Amaj7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7 Dmaj7 Amaj7 Fsmin7,1978-08-21,soul,152
617976,<verse_1> Db Ebmin7 Db Ebmin7 Db Ebmin7 F Db Ab7 Db Ebmin7 Db Gbmin7 Db Abmin7 Db7 Gb Abmin7 Gbmin B7 Db Gbmaj7 Fmin7 Bb7 Eb Eb7 Ebmin7 Db Gb Db Gmin7 C7 <verse_2> F7 Gmin7 F7 Bbmin7 F7 C C7 F C7 F7 Gmin7 Amin7 Gmin7 F7 Bb Eb7 F7 Bbmaj7 Emin7 A7 Dmin7 G7 Bbmin F D7 Gmin7 F Bb F Cmin7 F7 <bridge_1> Bb7 A7 D7 G7 F Fmin7 Bb7 F7 Bb7 G7 Db7 C7 <verse_3> F Bb7 F Bbmaj7 Fmaj7 Gmin7 Amin7 Gmin7 F Gmin7 F Bb Fmaj7 Cmin7 B7 Bbmaj7 Abmaj7 Dbmaj7 Fmaj7 Gmin7 Ebmin7 Db G7 Gmin7 A7 Bb Db7 E7 Eb7 D7 <outro_1> G7 C7 F Bb Bmin D7 F C F Cmin7 F Cmin7 F Cmin7 F Cmin7 <verse_4> F7 Cmin7 F7 Cmin7 F7 Cmin7 F7 Cmin7 F7 Cmin7 F7 Cmin7 F7 Cmin7 F7 Bb Bb7 Fmin7 Bb C7 A7 Amin7 D7 Gmin7 F7 Bb F Cmin7 F Cmin7 <verse_5> F Cmin7 F Cmin7 F Cmin7 F Cmin7 F Cmin7 F Cmin7 F Cmin7 F7 B7 Bb Fmin7 Bb C A7 D7 Gmin7 F7 Bb F F7 Dmin7 <outro_2> D7 Gmin7 F Bb C7 F Cmin7 F Cmin7 F Cmin7 F,2018-09-14,country,199
618167,<intro_1> Dmin7 D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 <verse_1> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 <verse_2> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Gmin7 <chorus_1> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin <chorus_2> Dmin7 Gmin7 G7sus4 Dmin Dmin7 Gmin7 G7sus4 Dmin7 <interlude_1> D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 <verse_3> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 <verse_4> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Gmin7 <chorus_3> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin <chorus_4> Dmin7 Gmin7 G7sus4 Dmin Dmin7 Gmin7 G7sus4 Dmin7 <interlude_2> D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 Dmin7 D7sus4 <solo_1> Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Dmin Dmin7 Gmin7 G7sus4 Ebmaj7 Bb Dmin7 D7sus4 Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Bbmaj7 F Aaugmaj7 Ab Abmaj7 G7sus4 G Bb Amin7 <chorus_5> Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin7 E7sus4 Emin Emin7 Amin7 A7sus4 Fmaj7 C Emin <outro_1> Emin7 Amin7 A7sus4 Emin Emin7 Amin7 A7sus4 Emin,1987-06-02,pop,317
618220,<intro_1> Cno3d Ebno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d <verse_1> Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Dno3d Bno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d <bridge_1> Cno3d Ebno3d <verse_2> Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d <chorus_1> Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d <bridge_2> Ebno3d Cno3d Ebno3d <verse_3> Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d <chorus_2> Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d <verse_4> Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d Ebno3d Gbno3d Fno3d Cno3d <interlude_1> Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d <chorus_3> Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Cno3d Dno3d Cno3d Ebno3d Cno3d Bno3d Dno3d Cno3d Ebno3d Cno3d Dno3d Bno3d Cno3d,2016-05-13,metal,331
619458,<intro_1> Amin Emin Amin Emin Amin Emin Amin Emin <verse_1> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin C D Amin <chorus_1> Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <verse_2> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin C D Amin <chorus_2> Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <verse_3> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin C D Amin <chorus_3> Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <solo_1> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <verse_4> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin C D Amin <chorus_4> Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <instrumental_1> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <verse_5> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin C D Amin <chorus_5> Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <instrumental_2> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin <chorus_6> Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin Amin Emin,1981-08-12,rock,252
619599,<intro_1> Dbmaj7 B13 Dbmaj7 Ebmin7 Dbmaj7 Bbmin9 Ebmin9 Adim Eb9 Ab13 <verse_1> Dbmaj7 B13 Dbmaj7 B13 Dbmaj7 Bmin7 Amaj7 Abadd13 Fmaj7 Ebmin7 Dbmaj7 Bbmin9 Ebmin9 Ab7 Dbmaj7 Bdim Ebmin7 Bdim Eb9 Ab13 <chorus_1> Dbmaj7 B9 Dbmaj7 B9 Dbmaj7 Dbadd13 Gbadd13 Ab7 Abadd13 Abdim Bbminadd13 Aadd13 Abadd13 Eb9 Ebmin9 Ab9 Dbmaj7 Bmaj7 <chorus_2> Dbmaj7 B9 Dbmaj7 B9 Dbmaj7 Dbadd13 Ebmin7 Ab7 Abadd13 Abdim Bbminadd13 Aadd13 Abadd13 Eb9 Ebmin9 Ab9 Dbmaj7 <bridge_1> Badd13 Abadd13 Badd13 Abadd13 Badd13 Abadd13 Badd13 Abadd13 Dbmin7 Gbmaj7 Dbmin7 Gbmaj7 Gmin7 Amin7 Bbmin7 Eb7 <chorus_3> Abmin7 Gbmaj7 Dbmaj7 B9 Dbmaj7 Dbadd13 Ebmin7 Ab7 Abadd13 Abdim Bb9 Aadd13 Abadd13 Eb7 Ebmin9 Ab9 Abadd13 Abdim Ebmin9 Ab9 Dbmaj7 Bmaj7 <chorus_4> Dbmaj7 B9 Dbmaj7 B9 Dbmaj7 Dbadd13 Gbadd13 Ab7 Abadd13 Abdim Bbminadd13 Aadd13 Abadd13 Eb9 Ebmin9 Ab9 Dbmaj7 Bmaj7 <chorus_5> Dbmaj7 B9 Dbmaj7 B9 Dbmaj7 Dbadd13 Gbadd13 Ab7 Abadd13 Abdim Bbminadd13 Aadd13 Abadd13 Eb9 Ebmin9 Ab9 Emaj7 <bridge_2> Badd13 Abadd13 Badd13 Abadd13 Badd13 Abadd13 Badd13 Abadd13 Dbmin7 Gbmaj7 Dbmin7 Gbmaj7 Gmin7 Amin7 Bbmin7 Dbdim <chorus_6> Dbmaj7 B9 Dbmaj7 B9 Dbmaj7 Dbadd13 Gbadd13 Ab7 Abadd13 Abdim Bbminadd13 Aadd13 Abadd13 Eb9 Ebmin9 Ab9 Abadd13 Abdim <outro_1> Gbadd13 Dbmaj7 Gbadd13 Dbmaj7 Cdim7 Fsdim Dbadd13 Eb13 Ebmin7 B9 Fmin7 Bb9 Ebmin9 Dmaj7 Dbmaj7,1989-06-20,jazz,198
620851,<intro_1> Dbmaj7 Eb D Db Dbmaj7 Eb D Db <verse_1> Abmin Bb7 Ebdim Db Ab Db Abmin Bb7 Ebdim Db Ab Gbmaj7 Ab Bbmin7 Ab Ebmin7 Ebmin Ab Gbmaj7 Ab Bbmin7 Ab Bbmin7 Eb7 Ab7 <chorus_1> Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb <instrumental_1> Dbmaj7 Eb D Db <verse_2> Abmin Bb7 Ebdim Db Ab Db Abmin Bb7 Ebdim Db Ab Gbmaj7 Ab Bbmin7 Ab Ebmin7 Ebmin Ab Gbmaj7 Ab Bbmin7 Ab Bbmin7 Eb7 Ab7 <chorus_2> Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb <bridge_1> Abmin Ebmin Bb Ebdim7 Db Ab Abmin Ebmin Bb Ebmin7 Fmin7 Amaj7 Ebmin7 <chorus_3> Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb <chorus_4> Dbmaj7 Gdim7 Gbmaj7 Gbmin13 Fmin11 Bb7 Bbmin7 Db Eb7 Gb,2004-01-01,jazz,154
620925,<chorus_1> B Csmin7 B Csmin B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs B <verse_1> Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B <chorus_2> Fs B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs B <verse_2> Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B <chorus_3> Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs <bridge_1> E B E Cs Cs Fs <chorus_4> B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs <chorus_5> B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs <outro_1> B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 B Csmin7 Fs,2009-01-01,soul,165
620996,<intro_1> Bmin Fs Bmin A D Emin Bmin C G Amin Emin F C G Emin Bmin D Fsmin Bmin Fs Bmin Fs Bmin Fs7 Bmin Emin Bmin Fs Bmin Fs Bmin Fs Bmin A D Emin Bmin C G Amin Emin F C G Emin Bmin D Fsmin Bmin Fs Bmin Fs Bmin Fs7 Bmin Emin Bmin Fs Bmin Fs Bmin Fs Bmin Fs Bsus2 Bmin Fs <verse_1> Bmin E G A D Fs Bmin E G A Bmin <chorus_1> A Emin Bmin A Emin Bmin A G Fsmin Bmin <interlude_1> Fs G Emin Bmin Fs G Fs7 <verse_2> Bmin E G A D Fs Bmin E G A Bmin <chorus_2> A Emin Bmin A Emin Bmin A G Fsmin Bmin <interlude_2> G A Fsmin Bmin Emin Fsmin G A Bmin A Dmin Bb C A Dmin Gmin A Dmin D Gmin G C C F A Dmin D Gmin G C C F <chorus_3> Bb C F G Bb C Dmin Bb F Amin Dmin Bb F Amin D <instrumental_1> Bmin Fs Bmin G D A Emin Fs Bmin E G Fsmin Bmin Fs Bmin G D A Emin Fs Bmin E G Fs <instrumental_2> Bmin G A Bmin A Bmin Emin Fs Bmin G A Bmin A B Emin Fs Bmin G A Bmin A Bmin Emin Fs Bmin G A Bmin A B Emin Fs <interlude_3> Bmin G A Fsmin Bmin Emin Fsmin G A Bmin A Dmin Bb C A Dmin Gmin A Dmin Dmin Dmin Dmin <bridge_1> Dmin Amin C G Bb F G A Dmin Amin C G Bb F G A Dmin D Gmin G C C F A Dmin D Gmin G C C F <chorus_4> Bb C F G Bb C Dmin Bb C F G Bb C Dmin Bb C F G Bb C Dmin Bb F Amin Dmin Bb F Amin,2014-09-24,metal,313
620997,<chorus_1> D A G D G D Asus4 A Bmin Fsmin G D A Bmin E G A Bbmaj7 <interlude_1> Bbmin7 Abmaj7 Gb Fsus4 F <verse_1> Bb7sus2 Bbno3d Abno3d Gdim7 Gb Ab Ebmin Fmin Bb7sus2 Bbno3d Abno3d Gdim7 Gb Ab Ebmin F Bbmaj7 Gbmaj7 Ebmin Fmin Bbmaj7 Gbmaj7 Ebmin Fmin Dmaj7 Bbmaj7 Gmin Amin Bbmaj7 Bbmin7 Asus4 A <chorus_2> Gmin C F Bbmaj7 Gmin Amin Dmin D Gmin C F Bbmaj7 Gmin Amin Bbmaj7 <interlude_2> Bbmin7 Abmaj7 Gb Fsus4 F <verse_2> Bb7sus2 Bbno3d Abno3d Gdim7 Gb Ab Ebmin Fmin Bbmaj7 Gbmaj7 Ebmin Fmin Bbmaj7 Gbmaj7 Ebmin Fmin Dmaj7 Bbmaj7 Gmin Amin Bbmaj7 Bbmin7 Asus4 A <chorus_3> Gmin C F Bbmaj7 Gmin Amin Dmin D Gmin C F Bbmaj7 Gmin Amin Bbmaj7 Bbmin7 Bbmaj7 Bbmin7 Bbmaj7 <instrumental_1> Dmin D Bb C G D Bb C G <chorus_4> D A G D G D Asus4 A Bmin Fsmin G D A Bmin E G A D <interlude_3> A Emin Bmin G D Asus4 A Bb Gmin A <chorus_5> Gmin C F Bbmaj7 Gmin Amin Dmin D Gmin C F Bbmaj7 Gmin Amin Bb C Dmin Gmin C F Bbmaj7 Gmin Amin Dmin D Gmin C F Bbmaj7 Gmin Amin Bb Dsus4 D Gmin Csus4 C Csus2 C D <instrumental_2> A G D G D Asus4 A Bmin Fsmin G D A Bmin E G Asus4 A <chorus_6> D A G D G D Asus4 A Bmin Fsmin G D A Bmin E G A Bbmaj7 C D,2014-09-24,metal,245
621097,<intro_1> Cmaj7 Fmaj7 Cmaj7 Fmaj7 <verse_1> Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 <chorus_1> Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Cmaj7 <interlude_1> Fmaj7 Cmaj7 Fmaj7 <verse_2> Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 <chorus_2> Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Cmaj7 <interlude_2> Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 Cmaj7 Fmaj7 <instrumental_1> Emin7 Dmin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Dmin7 Cmaj7 Fmaj7 Emin7 Dmin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Dmin7 Cmaj7 <chorus_3> Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Cmaj7 <chorus_4> Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Fmaj7 Emin7 Cmaj7 Fmaj7 Amin7 Cmaj7 Dmin7 Emin7 Fmaj7 Emin7 Cmaj7 Fmaj7 Cmaj7,1983-07-09,pop_rock,205
621167,<intro_1> Dmin Bb Gmin C7 <verse_1> F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_2> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_3> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_4> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_5> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_6> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_7> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_8> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F <verse_9> Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F Dmin Bb Gmin C7 F Bb Gmin C7 F Dmin Bb Gmin C7 F,2018-06-29,pop,239
